"id","left","top","right","bottom","row_index","col_index","Precip_18"
1,100.119736916,6.721694625,100.209206916,6.632080625,0,0,5.46600114284222
2,100.119736916,6.632080625,100.209206916,6.542466625,1,0,5.4647226559961
3,100.119736916,6.542466625,100.209206916,6.452852625,2,0,5.44350468287
4,100.119736916,6.452852625,100.209206916,6.363238625,3,0,5.39270562019995
5,100.119736916,6.363238625,100.209206916,6.273624625,4,0,5.3123306052268
6,100.119736916,6.273624625,100.209206916,6.184010625,5,0,5.20589768536484
7,100.119736916,6.184010625,100.209206916,6.094396625,6,0,5.06965734566242
8,100.119736916,6.094396625,100.209206916,6.004782625,7,0,4.90336446251078
9,100.119736916,6.004782625,100.209206916,5.915168625,8,0,4.7149950963141
10,100.119736916,5.915168625,100.209206916,5.825554625,9,0,4.51599244570722
11,100.119736916,5.825554625,100.209206916,5.735940625,10,0,4.31675523907511
12,100.119736916,5.735940625,100.209206916,5.646326625,11,0,4.1224459581566
13,100.119736916,5.646326625,100.209206916,5.556712625,12,0,3.93524796384787
14,100.119736916,5.556712625,100.209206916,5.467098625,13,0,3.75551666135402
15,100.119736916,5.467098625,100.209206916,5.377484625,14,0,3.60122878813395
16,100.119736916,5.377484625,100.209206916,5.287870625,15,0,3.52149184718655
17,100.119736916,5.287870625,100.209206916,5.198256625,16,0,3.51838914485765
18,100.119736916,5.198256625,100.209206916,5.108642625,17,0,3.54495977832838
19,100.119736916,5.108642625,100.209206916,5.019028625,18,0,3.58183943108018
20,100.119736916,5.019028625,100.209206916,4.929414625,19,0,3.62484426667367
21,100.119736916,4.929414625,100.209206916,4.839800625,20,0,3.67308044944877
22,100.119736916,4.839800625,100.209206916,4.750186625,21,0,3.72673895484778
23,100.119736916,4.750186625,100.209206916,4.660572625,22,0,3.78738905907935
24,100.119736916,4.660572625,100.209206916,4.570958625,23,0,3.85490487453242
25,100.119736916,4.570958625,100.209206916,4.481344625,24,0,3.92494776992477
26,100.119736916,4.481344625,100.209206916,4.391730625,25,0,3.99817627809628
27,100.119736916,4.391730625,100.209206916,4.302116625,26,0,4.07527605630331
28,100.119736916,4.302116625,100.209206916,4.212502625,27,0,4.15756232420288
29,100.119736916,4.212502625,100.209206916,4.122888625,28,0,4.24547282489422
30,100.119736916,4.122888625,100.209206916,4.033274625,29,0,4.34084165837873
31,100.119736916,4.033274625,100.209206916,3.943660625,30,0,4.43891654309667
32,100.119736916,3.943660625,100.209206916,3.854046625,31,0,4.53345527567578
33,100.119736916,3.854046625,100.209206916,3.764432625,32,0,4.62310021086883
34,100.119736916,3.764432625,100.209206916,3.674818625,33,0,4.71213579466012
35,100.119736916,3.674818625,100.209206916,3.585204625,34,0,4.79658039892917
36,100.119736916,3.585204625,100.209206916,3.495590625,35,0,4.87254007279418
37,100.119736916,3.495590625,100.209206916,3.405976625,36,0,4.93977480049859
38,100.119736916,3.405976625,100.209206916,3.316362625,37,0,4.99854675749983
39,100.119736916,3.316362625,100.209206916,3.226748625,38,0,5.04932624460874
40,100.119736916,3.226748625,100.209206916,3.137134625,39,0,5.09050691785442
41,100.119736916,3.137134625,100.209206916,3.047520625,40,0,5.12041388202429
42,100.119736916,3.047520625,100.209206916,2.957906625,41,0,5.13811941065758
43,100.119736916,2.957906625,100.209206916,2.868292625,42,0,5.14355786230144
44,100.119736916,2.868292625,100.209206916,2.778678625,43,0,5.1369964675125
45,100.119736916,2.778678625,100.209206916,2.689064625,44,0,5.12626751059248
46,100.119736916,2.689064625,100.209206916,2.599450625,45,0,5.1169704946197
47,100.119736916,2.599450625,100.209206916,2.509836625,46,0,5.11038706777776
48,100.119736916,2.509836625,100.209206916,2.420222625,47,0,5.10687074348191
49,100.119736916,2.420222625,100.209206916,2.330608625,48,0,5.10663917934704
50,100.119736916,2.330608625,100.209206916,2.240994625,49,0,5.10724473085026
51,100.119736916,2.240994625,100.209206916,2.151380625,50,0,5.10725117706998
52,100.119736916,2.151380625,100.209206916,2.061766625,51,0,5.10725117706998
53,100.119736916,2.061766625,100.209206916,1.972152625,52,0,5.10725117706998
54,100.119736916,1.972152625,100.209206916,1.882538625,53,0,5.10725117706998
55,100.119736916,1.882538625,100.209206916,1.792924625,54,0,5.10725117706998
56,100.119736916,1.792924625,100.209206916,1.703310625,55,0,5.10725117706998
57,100.119736916,1.703310625,100.209206916,1.613696625,56,0,5.10725117706998
58,100.119736916,1.613696625,100.209206916,1.524082625,57,0,5.10725117706998
59,100.119736916,1.524082625,100.209206916,1.434468625,58,0,5.10725117706998
60,100.119736916,1.434468625,100.209206916,1.344854625,59,0,5.10725117706998
61,100.119736916,1.344854625,100.209206916,1.255240625,60,0,5.10725117706998
62,100.209206916,6.721694625,100.298676916,6.632080625,0,1,5.47770353873961
63,100.209206916,6.632080625,100.298676916,6.542466625,1,1,5.47918678661463
64,100.209206916,6.542466625,100.298676916,6.452852625,2,1,5.46491638809683
65,100.209206916,6.452852625,100.298676916,6.363238625,3,1,5.41646953760761
66,100.209206916,6.363238625,100.298676916,6.273624625,4,1,5.3385998018176
67,100.209206916,6.273624625,100.298676916,6.184010625,5,1,5.23700449797504
68,100.209206916,6.184010625,100.298676916,6.094396625,6,1,5.0983603304457
69,100.209206916,6.094396625,100.298676916,6.004782625,7,1,4.91636921114685
70,100.209206916,6.004782625,100.298676916,5.915168625,8,1,4.70665798390907
71,100.209206916,5.915168625,100.298676916,5.825554625,9,1,4.4869378438483
72,100.209206916,5.825554625,100.298676916,5.735940625,10,1,4.26648976333313
73,100.209206916,5.735940625,100.298676916,5.646326625,11,1,4.04909447588705
74,100.209206916,5.646326625,100.298676916,5.556712625,12,1,3.83869619394972
75,100.209206916,5.556712625,100.298676916,5.467098625,13,1,3.62801897301574
76,100.209206916,5.467098625,100.298676916,5.377484625,14,1,3.41674721083099
77,100.209206916,5.377484625,100.298676916,5.287870625,15,1,3.32512949107978
78,100.209206916,5.287870625,100.298676916,5.198256625,16,1,3.35865643183439
79,100.209206916,5.198256625,100.298676916,5.108642625,17,1,3.39350497517387
80,100.209206916,5.108642625,100.298676916,5.019028625,18,1,3.42840335058612
81,100.209206916,5.019028625,100.298676916,4.929414625,19,1,3.46549513993032
82,100.209206916,4.929414625,100.298676916,4.839800625,20,1,3.50634742034117
83,100.209206916,4.839800625,100.298676916,4.750186625,21,1,3.55230041992457
84,100.209206916,4.750186625,100.298676916,4.660572625,22,1,3.60563705564718
85,100.209206916,4.660572625,100.298676916,4.570958625,23,1,3.66742539399726
86,100.209206916,4.570958625,100.298676916,4.481344625,24,1,3.73362524376905
87,100.209206916,4.481344625,100.298676916,4.391730625,25,1,3.8052855125802
88,100.209206916,4.391730625,100.298676916,4.302116625,26,1,3.8864892642977
89,100.209206916,4.302116625,100.298676916,4.212502625,27,1,3.97889646812016
90,100.209206916,4.212502625,100.298676916,4.122888625,28,1,4.08112171352847
91,100.209206916,4.122888625,100.298676916,4.033274625,29,1,4.19424922848411
92,100.209206916,4.033274625,100.298676916,3.943660625,30,1,4.31303776769458
93,100.209206916,3.943660625,100.298676916,3.854046625,31,1,4.42976275450603
94,100.209206916,3.854046625,100.298676916,3.764432625,32,1,4.54297459923565
95,100.209206916,3.764432625,100.298676916,3.674818625,33,1,4.65755033715592
96,100.209206916,3.674818625,100.298676916,3.585204625,34,1,4.76817852256492
97,100.209206916,3.585204625,100.298676916,3.495590625,35,1,4.86870821169127
98,100.209206916,3.495590625,100.298676916,3.405976625,36,1,4.9540097838863
99,100.209206916,3.405976625,100.298676916,3.316362625,37,1,5.02473740655616
100,100.209206916,3.316362625,100.298676916,3.226748625,38,1,5.08158551033748
101,100.209206916,3.226748625,100.298676916,3.137134625,39,1,5.12547905277968
102,100.209206916,3.137134625,100.298676916,3.047520625,40,1,5.15587360858666
103,100.209206916,3.047520625,100.298676916,2.957906625,41,1,5.17274921179457
104,100.209206916,2.957906625,100.298676916,2.868292625,42,1,5.17626636688015
105,100.209206916,2.868292625,100.298676916,2.778678625,43,1,5.16642386970142
106,100.209206916,2.778678625,100.298676916,2.689064625,44,1,5.14783217846418
107,100.209206916,2.689064625,100.298676916,2.599450625,45,1,5.13045703240677
108,100.209206916,2.599450625,100.298676916,2.509836625,46,1,5.11639902336348
109,100.209206916,2.509836625,100.298676916,2.420222625,47,1,5.10648308953452
110,100.209206916,2.420222625,100.298676916,2.330608625,48,1,5.1018624854566
111,100.209206916,2.330608625,100.298676916,2.240994625,49,1,5.10243233872103
112,100.209206916,2.240994625,100.298676916,2.151380625,50,1,5.10528501970706
113,100.209206916,2.151380625,100.298676916,2.061766625,51,1,5.10707943347133
114,100.209206916,2.061766625,100.298676916,1.972152625,52,1,5.10725117706998
115,100.209206916,1.972152625,100.298676916,1.882538625,53,1,5.10725117706998
116,100.209206916,1.882538625,100.298676916,1.792924625,54,1,5.10725117706998
117,100.209206916,1.792924625,100.298676916,1.703310625,55,1,5.10725117706998
118,100.209206916,1.703310625,100.298676916,1.613696625,56,1,5.10725117706998
119,100.209206916,1.613696625,100.298676916,1.524082625,57,1,5.10725117706998
120,100.209206916,1.524082625,100.298676916,1.434468625,58,1,5.10725117706998
121,100.209206916,1.434468625,100.298676916,1.344854625,59,1,5.10725117706998
122,100.209206916,1.344854625,100.298676916,1.255240625,60,1,5.10725117706998
123,100.298676916,6.721694625,100.388146916,6.632080625,0,2,5.47918283582271
124,100.298676916,6.632080625,100.388146916,6.542466625,1,2,5.47976043559357
125,100.298676916,6.542466625,100.388146916,6.452852625,2,2,5.46184637198258
126,100.298676916,6.452852625,100.388146916,6.363238625,3,2,5.41950693951498
127,100.298676916,6.363238625,100.388146916,6.273624625,4,2,5.35425349064214
128,100.298676916,6.273624625,100.388146916,6.184010625,5,2,5.26900066814542
129,100.298676916,6.184010625,100.388146916,6.094396625,6,2,5.14056994926867
130,100.298676916,6.094396625,100.388146916,6.004782625,7,2,4.93576702125786
131,100.298676916,6.004782625,100.388146916,5.915168625,8,2,4.70384672592368
132,100.298676916,5.915168625,100.388146916,5.825554625,9,2,4.46543030241934
133,100.298676916,5.825554625,100.388146916,5.735940625,10,2,4.22442906322452
134,100.298676916,5.735940625,100.388146916,5.646326625,11,2,3.99073993591449
135,100.298676916,5.646326625,100.388146916,5.556712625,12,2,3.7734089400807
136,100.298676916,5.556712625,100.388146916,5.467098625,13,2,3.56663159108281
137,100.298676916,5.467098625,100.388146916,5.377484625,14,2,3.37528217987929
138,100.298676916,5.377484625,100.388146916,5.287870625,15,2,3.27508479172089
139,100.298676916,5.287870625,100.388146916,5.198256625,16,2,3.27264886025314
140,100.298676916,5.198256625,100.388146916,5.108642625,17,2,3.28730395469092
141,100.298676916,5.108642625,100.388146916,5.019028625,18,2,3.30614500660599
142,100.298676916,5.019028625,100.388146916,4.929414625,19,2,3.32887578517467
143,100.298676916,4.929414625,100.388146916,4.839800625,20,2,3.35646849656277
144,100.298676916,4.839800625,100.388146916,4.750186625,21,2,3.39029820476061
145,100.298676916,4.750186625,100.388146916,4.660572625,22,2,3.43271485867007
146,100.298676916,4.660572625,100.388146916,4.570958625,23,2,3.48517309437418
147,100.298676916,4.570958625,100.388146916,4.481344625,24,2,3.54405932303236
148,100.298676916,4.481344625,100.388146916,4.391730625,25,2,3.61341847522408
149,100.298676916,4.391730625,100.388146916,4.302116625,26,2,3.69739664844268
150,100.298676916,4.302116625,100.388146916,4.212502625,27,2,3.79791322722956
151,100.298676916,4.212502625,100.388146916,4.122888625,28,2,3.9144267299632
152,100.298676916,4.122888625,100.388146916,4.033274625,29,2,4.04681008117338
153,100.298676916,4.033274625,100.388146916,3.943660625,30,2,4.18889908151254
154,100.298676916,3.943660625,100.388146916,3.854046625,31,2,4.33354516932622
155,100.298676916,3.854046625,100.388146916,3.764432625,32,2,4.47830476741476
156,100.298676916,3.764432625,100.388146916,3.674818625,33,2,4.6242717889026
157,100.298676916,3.674818625,100.388146916,3.585204625,34,2,4.76315535192539
158,100.298676916,3.585204625,100.388146916,3.495590625,35,2,4.88821542261945
159,100.298676916,3.495590625,100.388146916,3.405976625,36,2,4.9924904689301
160,100.298676916,3.405976625,100.388146916,3.316362625,37,2,5.07347809744681
161,100.298676916,3.316362625,100.388146916,3.226748625,38,2,5.13424104693785
162,100.298676916,3.226748625,100.388146916,3.137134625,39,2,5.17858508067731
163,100.298676916,3.137134625,100.388146916,3.047520625,40,2,5.20731505587498
164,100.298676916,3.047520625,100.388146916,2.957906625,41,2,5.22081157445625
165,100.298676916,2.957906625,100.388146916,2.868292625,42,2,5.21984743827567
166,100.298676916,2.868292625,100.388146916,2.778678625,43,2,5.20544834153092
167,100.298676916,2.778678625,100.388146916,2.689064625,44,2,5.17965490141389
168,100.298676916,2.689064625,100.388146916,2.599450625,45,2,5.15345202654508
169,100.298676916,2.599450625,100.388146916,2.509836625,46,2,5.13017602463517
170,100.298676916,2.509836625,100.388146916,2.420222625,47,2,5.11155884785025
171,100.298676916,2.420222625,100.388146916,2.330608625,48,2,5.09919129398928
172,100.298676916,2.330608625,100.388146916,2.240994625,49,2,5.09381622768451
173,100.298676916,2.240994625,100.388146916,2.151380625,50,2,5.09594589030257
174,100.298676916,2.151380625,100.388146916,2.061766625,51,2,5.1010746482806
175,100.298676916,2.061766625,100.388146916,1.972152625,52,2,5.10548826341171
176,100.298676916,1.972152625,100.388146916,1.882538625,53,2,5.10721515412342
177,100.298676916,1.882538625,100.388146916,1.792924625,54,2,5.10725117706998
178,100.298676916,1.792924625,100.388146916,1.703310625,55,2,5.10725117706998
179,100.298676916,1.703310625,100.388146916,1.613696625,56,2,5.10725117706998
180,100.298676916,1.613696625,100.388146916,1.524082625,57,2,5.10725117706998
181,100.298676916,1.524082625,100.388146916,1.434468625,58,2,5.10725117706998
182,100.298676916,1.434468625,100.388146916,1.344854625,59,2,5.10725117706998
183,100.298676916,1.344854625,100.388146916,1.255240625,60,2,5.10725117706998
184,100.388146916,6.721694625,100.477616916,6.632080625,0,3,5.47107676619437
185,100.388146916,6.632080625,100.477616916,6.542466625,1,3,5.4693792723798
186,100.388146916,6.542466625,100.477616916,6.452852625,2,3,5.44909760292686
187,100.388146916,6.452852625,100.477616916,6.363238625,3,3,5.40884170031666
188,100.388146916,6.363238625,100.477616916,6.273624625,4,3,5.34984778413147
189,100.388146916,6.273624625,100.477616916,6.184010625,5,3,5.27446369563321
190,100.388146916,6.184010625,100.477616916,6.094396625,6,3,5.16342842758846
191,100.388146916,6.094396625,100.477616916,6.004782625,7,3,4.93911853657166
192,100.388146916,6.004782625,100.477616916,5.915168625,8,3,4.69910268257517
193,100.388146916,5.915168625,100.477616916,5.825554625,9,3,4.44970624316385
194,100.388146916,5.825554625,100.477616916,5.735940625,10,3,4.19226710643104
195,100.388146916,5.735940625,100.477616916,5.646326625,11,3,3.94523840631389
196,100.388146916,5.646326625,100.477616916,5.556712625,12,3,3.73717323265272
197,100.388146916,5.556712625,100.477616916,5.467098625,13,3,3.56084577832026
198,100.388146916,5.467098625,100.477616916,5.377484625,14,3,3.41679258796706
199,100.388146916,5.377484625,100.477616916,5.287870625,15,3,3.30450880446769
200,100.388146916,5.287870625,100.477616916,5.198256625,16,3,3.24835372432435
201,100.388146916,5.198256625,100.477616916,5.108642625,17,3,3.22542653168695
202,100.388146916,5.108642625,100.477616916,5.019028625,18,3,3.2172116619889
203,100.388146916,5.019028625,100.477616916,4.929414625,19,3,3.21821290408027
204,100.388146916,4.929414625,100.477616916,4.839800625,20,3,3.22719889757008
205,100.388146916,4.839800625,100.477616916,4.750186625,21,3,3.2449352050187
206,100.388146916,4.750186625,100.477616916,4.660572625,22,3,3.27331709838661
207,100.388146916,4.660572625,100.477616916,4.570958625,23,3,3.31398146971828
208,100.388146916,4.570958625,100.477616916,4.481344625,24,3,3.36477995479893
209,100.388146916,4.481344625,100.477616916,4.391730625,25,3,3.4292987676991
210,100.388146916,4.391730625,100.477616916,4.302116625,26,3,3.51143876268106
211,100.388146916,4.302116625,100.477616916,4.212502625,27,3,3.61670689829514
212,100.388146916,4.212502625,100.477616916,4.122888625,28,3,3.74766197756938
213,100.388146916,4.122888625,100.477616916,4.033274625,29,3,3.9032930225744
214,100.388146916,4.033274625,100.477616916,3.943660625,30,3,4.0779708196617
215,100.388146916,3.943660625,100.477616916,3.854046625,31,3,4.25912452088859
216,100.388146916,3.854046625,100.477616916,3.764432625,32,3,4.43936629612868
217,100.388146916,3.764432625,100.477616916,3.674818625,33,3,4.61684450624795
218,100.388146916,3.674818625,100.477616916,3.585204625,34,3,4.78269460141606
219,100.388146916,3.585204625,100.477616916,3.495590625,35,3,4.92767629033812
220,100.388146916,3.495590625,100.477616916,3.405976625,36,3,5.04726270358078
221,100.388146916,3.405976625,100.477616916,3.316362625,37,3,5.1383836278167
222,100.388146916,3.316362625,100.477616916,3.226748625,38,3,5.20319241394078
223,100.388146916,3.226748625,100.477616916,3.137134625,39,3,5.24511760411316
224,100.388146916,3.137134625,100.477616916,3.047520625,40,3,5.2688867761178
225,100.388146916,3.047520625,100.477616916,2.957906625,41,3,5.27555886734924
226,100.388146916,2.957906625,100.477616916,2.868292625,42,3,5.26648234273711
227,100.388146916,2.868292625,100.477616916,2.778678625,43,3,5.24358268877818
228,100.388146916,2.778678625,100.477616916,2.689064625,44,3,5.20928098432828
229,100.388146916,2.689064625,100.477616916,2.599450625,45,3,5.17426514124292
230,100.388146916,2.599450625,100.477616916,2.509836625,46,3,5.14317240426753
231,100.388146916,2.509836625,100.477616916,2.420222625,47,3,5.11762067506104
232,100.388146916,2.420222625,100.477616916,2.330608625,48,3,5.09861188212896
233,100.388146916,2.330608625,100.477616916,2.240994625,49,3,5.08688585171582
234,100.388146916,2.240994625,100.477616916,2.151380625,50,3,5.08354675778356
235,100.388146916,2.151380625,100.477616916,2.061766625,51,3,5.08851448547109
236,100.388146916,2.061766625,100.477616916,1.972152625,52,3,5.09643975217935
237,100.388146916,1.972152625,100.477616916,1.882538625,53,3,5.10337374668697
238,100.388146916,1.882538625,100.477616916,1.792924625,54,3,5.10683285341553
239,100.388146916,1.792924625,100.477616916,1.703310625,55,3,5.10725117706998
240,100.388146916,1.703310625,100.477616916,1.613696625,56,3,5.10725117706998
241,100.388146916,1.613696625,100.477616916,1.524082625,57,3,5.10725117706998
242,100.388146916,1.524082625,100.477616916,1.434468625,58,3,5.10725117706998
243,100.388146916,1.434468625,100.477616916,1.344854625,59,3,5.10725117706998
244,100.388146916,1.344854625,100.477616916,1.255240625,60,3,5.10725117706998
245,100.477616916,6.721694625,100.567086916,6.632080625,0,4,5.45519799452579
246,100.477616916,6.632080625,100.567086916,6.542466625,1,4,5.451235192625
247,100.477616916,6.542466625,100.567086916,6.452852625,2,4,5.42860511995666
248,100.477616916,6.452852625,100.567086916,6.363238625,3,4,5.38650702955683
249,100.477616916,6.363238625,100.567086916,6.273624625,4,4,5.3239730261152
250,100.477616916,6.273624625,100.567086916,6.184010625,5,4,5.23594991570557
251,100.477616916,6.184010625,100.567086916,6.094396625,6,4,5.10424984257849
252,100.477616916,6.094396625,100.567086916,6.004782625,7,4,4.91490068086985
253,100.477616916,6.004782625,100.567086916,5.915168625,8,4,4.69101347863077
254,100.477616916,5.915168625,100.567086916,5.825554625,9,4,4.44520901187848
255,100.477616916,5.825554625,100.567086916,5.735940625,10,4,4.18314591231182
256,100.477616916,5.735940625,100.567086916,5.646326625,11,4,3.91319417889629
257,100.477616916,5.646326625,100.567086916,5.556712625,12,4,3.73176481204262
258,100.477616916,5.556712625,100.567086916,5.467098625,13,4,3.58178649266472
259,100.477616916,5.467098625,100.567086916,5.377484625,14,4,3.44519923745759
260,100.477616916,5.377484625,100.567086916,5.287870625,15,4,3.33202266511365
261,100.477616916,5.287870625,100.567086916,5.198256625,16,4,3.25046136387141
262,100.477616916,5.198256625,100.567086916,5.108642625,17,4,3.19541687824585
263,100.477616916,5.108642625,100.567086916,5.019028625,18,4,3.15789699521403
264,100.477616916,5.019028625,100.567086916,4.929414625,19,4,3.13340657552855
265,100.477616916,4.929414625,100.567086916,4.839800625,20,4,3.12026193703291
266,100.477616916,4.839800625,100.567086916,4.750186625,21,4,3.11922074976382
267,100.477616916,4.750186625,100.567086916,4.660572625,22,4,3.13243243051487
268,100.477616916,4.660572625,100.567086916,4.570958625,23,4,3.16124250386743
269,100.477616916,4.570958625,100.567086916,4.481344625,24,4,3.20340299019499
270,100.477616916,4.481344625,100.567086916,4.391730625,25,4,3.25933800269746
271,100.477616916,4.391730625,100.567086916,4.302116625,26,4,3.33339689108839
272,100.477616916,4.302116625,100.567086916,4.212502625,27,4,3.43741053228108
273,100.477616916,4.212502625,100.567086916,4.122888625,28,4,3.58475648278006
274,100.477616916,4.122888625,100.567086916,4.033274625,29,4,3.77713301841631
275,100.477616916,4.033274625,100.567086916,3.943660625,30,4,3.99404278780079
276,100.477616916,3.943660625,100.567086916,3.854046625,31,4,4.21394318778069
277,100.477616916,3.854046625,100.567086916,3.764432625,32,4,4.42962127249621
278,100.477616916,3.764432625,100.567086916,3.674818625,33,4,4.63557219640281
279,100.477616916,3.674818625,100.567086916,3.585204625,34,4,4.82219088510446
280,100.477616916,3.585204625,100.567086916,3.495590625,35,4,4.98433069811264
281,100.477616916,3.495590625,100.567086916,3.405976625,36,4,5.11605243826622
282,100.477616916,3.405976625,100.567086916,3.316362625,37,4,5.21370233721675
283,100.477616916,3.316362625,100.567086916,3.226748625,38,4,5.27812941432939
284,100.477616916,3.226748625,100.567086916,3.137134625,39,4,5.31444766352257
285,100.477616916,3.137134625,100.567086916,3.047520625,40,4,5.32901302727975
286,100.477616916,3.047520625,100.567086916,2.957906625,41,4,5.32486200362138
287,100.477616916,2.957906625,100.567086916,2.868292625,42,4,5.30450597559407
288,100.477616916,2.868292625,100.567086916,2.778678625,43,4,5.27064479210417
289,100.477616916,2.778678625,100.567086916,2.689064625,44,4,5.22587147407892
290,100.477616916,2.689064625,100.567086916,2.599450625,45,4,5.18086265287565
291,100.477616916,2.599450625,100.567086916,2.509836625,46,4,5.14232319306129
292,100.477616916,2.509836625,100.567086916,2.420222625,47,4,5.11083656658715
