id,left,top,right,bottom,row_index,col_index,id_2,left_2,top_2,right_2,bottom_2,row_index_2,col_index_2,Traffic_17
"95",100.327583012908,6.481694625,100.466147077514,6.361694625,"2","2","188",100.388146916,6.363238625,100.477616916,6.273624625,"4","3",34813.0488372059
"96",100.327583012908,6.361694625,100.466147077514,6.241694625,"3","2","189",100.388146916,6.273624625,100.477616916,6.184010625,"5","3",31514.9662156694
"97",100.327583012908,6.241694625,100.466147077514,6.121694625,"4","2","190",100.388146916,6.184010625,100.477616916,6.094396625,"6","3",25009.5231863855
"98",100.327583012908,6.121694625,100.466147077514,6.001694625,"5","2","191",100.388146916,6.094396625,100.477616916,6.004782625,"7","3",26170.719255083
"98",100.327583012908,6.121694625,100.466147077514,6.001694625,"5","2","192",100.388146916,6.004782625,100.477616916,5.915168625,"8","3",25049.9681303456
"99",100.327583012908,6.001694625,100.466147077514,5.881694625,"6","2","193",100.388146916,5.915168625,100.477616916,5.825554625,"9","3",23698.4222472763
"100",100.327583012908,5.881694625,100.466147077514,5.761694625,"7","2","194",100.388146916,5.825554625,100.477616916,5.735940625,"10","3",22428.2227416397
"101",100.327583012908,5.761694625,100.466147077514,5.641694625,"8","2","195",100.388146916,5.735940625,100.477616916,5.646326625,"11","3",21508.7273406774
"101",100.327583012908,5.761694625,100.466147077514,5.641694625,"8","2","196",100.388146916,5.646326625,100.477616916,5.556712625,"12","3",21993.7448027843
"102",100.327583012908,5.641694625,100.466147077514,5.521694625,"9","2","197",100.388146916,5.556712625,100.477616916,5.467098625,"13","3",26456.61509826
"103",100.327583012908,5.521694625,100.466147077514,5.401694625,"10","2","198",100.388146916,5.467098625,100.477616916,5.377484625,"14","3",39512.8264165141
"104",100.327583012908,5.401694625,100.466147077514,5.281694625,"11","2","199",100.388146916,5.377484625,100.477616916,5.287870625,"15","3",49351.339429206
"104",100.327583012908,5.401694625,100.466147077514,5.281694625,"11","2","200",100.388146916,5.287870625,100.477616916,5.198256625,"16","3",48005.187700329
"105",100.327583012908,5.281694625,100.466147077514,5.161694625,"12","2",,,,,,,,
"106",100.327583012908,5.161694625,100.466147077514,5.041694625,"13","2","202",100.388146916,5.108642625,100.477616916,5.019028625,"18","3",38502.09473012
"107",100.327583012908,5.041694625,100.466147077514,4.921694625,"14","2","203",100.388146916,5.019028625,100.477616916,4.929414625,"19","3",34616.0095016635
"140",100.431506061362,6.541694625,100.570070125968,6.421694625,"1","3","248",100.477616916,6.452852625,100.567086916,6.363238625,"3","4",33022.9203930795
"141",100.431506061362,6.421694625,100.570070125968,6.301694625,"2","3","249",100.477616916,6.363238625,100.567086916,6.273624625,"4","4",36408.2769374785
"141",100.431506061362,6.421694625,100.570070125968,6.301694625,"2","3","310",100.567086916,6.363238625,100.656556916,6.273624625,"4","5",33818.2775216823
"142",100.431506061362,6.301694625,100.570070125968,6.181694625,"3","3","250",100.477616916,6.273624625,100.567086916,6.184010625,"5","4",34212.8196882429
"142",100.431506061362,6.301694625,100.570070125968,6.181694625,"3","3","251",100.477616916,6.184010625,100.567086916,6.094396625,"6","4",29486.898154086
"143",100.431506061362,6.181694625,100.570070125968,6.061694625,"4","3","252",100.477616916,6.094396625,100.567086916,6.004782625,"7","4",27169.7921942951
"144",100.431506061362,6.061694625,100.570070125968,5.941694625,"5","3","253",100.477616916,6.004782625,100.567086916,5.915168625,"8","4",25150.7051383247
"144",100.431506061362,6.061694625,100.570070125968,5.941694625,"5","3","314",100.567086916,6.004782625,100.656556916,5.915168625,"8","5",24301.4428275904
"145",100.431506061362,5.941694625,100.570070125968,5.821694625,"6","3","254",100.477616916,5.915168625,100.567086916,5.825554625,"9","4",23011.2921844177
"145",100.431506061362,5.941694625,100.570070125968,5.821694625,"6","3","255",100.477616916,5.825554625,100.567086916,5.735940625,"10","4",20991.6219218391
"146",100.431506061362,5.821694625,100.570070125968,5.701694625,"7","3","256",100.477616916,5.735940625,100.567086916,5.646326625,"11","4",19530.0965526179
"147",100.431506061362,5.701694625,100.570070125968,5.581694625,"8","3","257",100.477616916,5.646326625,100.567086916,5.556712625,"12","4",20169.5901910928
"147",100.431506061362,5.701694625,100.570070125968,5.581694625,"8","3","318",100.567086916,5.646326625,100.656556916,5.556712625,"12","5",17488.2070982276
"148",100.431506061362,5.581694625,100.570070125968,5.461694625,"9","3","258",100.477616916,5.556712625,100.567086916,5.467098625,"13","4",24046.3671525499
"148",100.431506061362,5.581694625,100.570070125968,5.461694625,"9","3","259",100.477616916,5.467098625,100.567086916,5.377484625,"14","4",31130.8271957178
"149",100.431506061362,5.461694625,100.570070125968,5.341694625,"10","3","260",100.477616916,5.377484625,100.567086916,5.287870625,"15","4",37130.8878463734
"150",100.431506061362,5.341694625,100.570070125968,5.221694625,"11","3","261",100.477616916,5.287870625,100.567086916,5.198256625,"16","4",38061.1632680008
"151",100.431506061362,5.221694625,100.570070125968,5.101694625,"12","3","262",100.477616916,5.198256625,100.567086916,5.108642625,"17","4",35642.8717762044
"151",100.431506061362,5.221694625,100.570070125968,5.101694625,"12","3","263",100.477616916,5.108642625,100.567086916,5.019028625,"18","4",32122.4812140528
"152",100.431506061362,5.101694625,100.570070125968,4.981694625,"13","3","264",100.477616916,5.019028625,100.567086916,4.929414625,"19","4",29118.8464723156
"153",100.431506061362,4.981694625,100.570070125968,4.861694625,"14","3","265",100.477616916,4.929414625,100.567086916,4.839800625,"20","4",27599.2348892792
"154",100.431506061362,4.861694625,100.570070125968,4.741694625,"15","3",,,,,,,,
"186",100.535429109817,6.601694625,100.673993174422,6.481694625,"1","4",,,,,,,,
"187",100.535429109817,6.481694625,100.673993174422,6.361694625,"2","4","309",100.567086916,6.452852625,100.656556916,6.363238625,"3","5",32677.524034152
"188",100.535429109817,6.361694625,100.673993174422,6.241694625,"3","4","311",100.567086916,6.273624625,100.656556916,6.184010625,"5","5",32720.0526474133
"188",100.535429109817,6.361694625,100.673993174422,6.241694625,"3","4","372",100.656556916,6.273624625,100.746026916,6.184010625,"5","6",30672.3838748877
"189",100.535429109817,6.241694625,100.673993174422,6.121694625,"4","4","312",100.567086916,6.184010625,100.656556916,6.094396625,"6","5",30013.7014471019
"189",100.535429109817,6.241694625,100.673993174422,6.121694625,"4","4","373",100.656556916,6.184010625,100.746026916,6.094396625,"6","6",28755.7439189202
"190",100.535429109817,6.121694625,100.673993174422,6.001694625,"5","4","313",100.567086916,6.094396625,100.656556916,6.004782625,"7","5",27171.6881821804
"191",100.535429109817,6.001694625,100.673993174422,5.881694625,"6","4","315",100.567086916,5.915168625,100.656556916,5.825554625,"9","5",21391.6832303384
"191",100.535429109817,6.001694625,100.673993174422,5.881694625,"6","4","376",100.656556916,5.915168625,100.746026916,5.825554625,"9","6",18944.2549101713
"192",100.535429109817,5.881694625,100.673993174422,5.761694625,"7","4","316",100.567086916,5.825554625,100.656556916,5.735940625,"10","5",18530.6244518354
"192",100.535429109817,5.881694625,100.673993174422,5.761694625,"7","4","377",100.656556916,5.825554625,100.746026916,5.735940625,"10","6",15255.0454834933
"193",100.535429109817,5.761694625,100.673993174422,5.641694625,"8","4","317",100.567086916,5.735940625,100.656556916,5.646326625,"11","5",16764.2915548493
"194",100.535429109817,5.641694625,100.673993174422,5.521694625,"9","4","319",100.567086916,5.556712625,100.656556916,5.467098625,"13","5",20343.4225843209
"194",100.535429109817,5.641694625,100.673993174422,5.521694625,"9","4","380",100.656556916,5.556712625,100.746026916,5.467098625,"13","6",15960.2295559663
"195",100.535429109817,5.521694625,100.673993174422,5.401694625,"10","4","320",100.567086916,5.467098625,100.656556916,5.377484625,"14","5",24435.3994660264
"195",100.535429109817,5.521694625,100.673993174422,5.401694625,"10","4","381",100.656556916,5.467098625,100.746026916,5.377484625,"14","6",18495.2537388782
"196",100.535429109817,5.401694625,100.673993174422,5.281694625,"11","4","321",100.567086916,5.377484625,100.656556916,5.287870625,"15","5",27830.7545952985
"196",100.535429109817,5.401694625,100.673993174422,5.281694625,"11","4","322",100.567086916,5.287870625,100.656556916,5.198256625,"16","5",28793.5621392429
"197",100.535429109817,5.281694625,100.673993174422,5.161694625,"12","4","323",100.567086916,5.198256625,100.656556916,5.108642625,"17","5",27438.5669548016
"197",100.535429109817,5.281694625,100.673993174422,5.161694625,"12","4","384",100.656556916,5.198256625,100.746026916,5.108642625,"17","6",20124.3309420527
"198",100.535429109817,5.161694625,100.673993174422,5.041694625,"13","4","324",100.567086916,5.108642625,100.656556916,5.019028625,"18","5",24888.7664808269
"198",100.535429109817,5.161694625,100.673993174422,5.041694625,"13","4","385",100.656556916,5.108642625,100.746026916,5.019028625,"18","6",18048.9700016374
"199",100.535429109817,5.041694625,100.673993174422,4.921694625,"14","4","325",100.567086916,5.019028625,100.656556916,4.929414625,"19","5",22610.2593512046
"199",100.535429109817,5.041694625,100.673993174422,4.921694625,"14","4","326",100.567086916,4.929414625,100.656556916,4.839800625,"20","5",21956.2528344029
"200",100.535429109817,4.921694625,100.673993174422,4.801694625,"15","4","327",100.567086916,4.839800625,100.656556916,4.750186625,"21","5",23146.1546755934
"200",100.535429109817,4.921694625,100.673993174422,4.801694625,"15","4","388",100.656556916,4.839800625,100.746026916,4.750186625,"21","6",18642.7166100226
"201",100.535429109817,4.801694625,100.673993174422,4.681694625,"16","4","389",100.656556916,4.750186625,100.746026916,4.660572625,"22","6",23568.072212743
"202",100.535429109817,4.681694625,100.673993174422,4.561694625,"17","4",,,,,,,,
"203",100.535429109817,4.561694625,100.673993174422,4.441694625,"18","4","392",100.656556916,4.481344625,100.746026916,4.391730625,"25","6",35475.4202772349
"204",100.535429109817,4.441694625,100.673993174422,4.321694625,"19","4","393",100.656556916,4.391730625,100.746026916,4.302116625,"26","6",35838.0138958068
"205",100.535429109817,4.321694625,100.673993174422,4.201694625,"20","4",,,,,,,,
"206",100.535429109817,4.201694625,100.673993174422,4.081694625,"21","4",,,,,,,,
"208",100.535429109817,3.961694625,100.673993174422,3.841694625,"23","4",,,,,,,,
"232",100.639352158271,6.541694625,100.777916222876,6.421694625,"1","5","370",100.656556916,6.452852625,100.746026916,6.363238625,"3","6",31359.1107579718
"232",100.639352158271,6.541694625,100.777916222876,6.421694625,"1","5","431",100.746026916,6.452852625,100.835496916,6.363238625,"3","7",29888.6174878703
"233",100.639352158271,6.421694625,100.777916222876,6.301694625,"2","5","371",100.656556916,6.363238625,100.746026916,6.273624625,"4","6",31528.8538125249
"233",100.639352158271,6.421694625,100.777916222876,6.301694625,"2","5","432",100.746026916,6.363238625,100.835496916,6.273624625,"4","7",29499.1251537462
"234",100.639352158271,6.301694625,100.777916222876,6.181694625,"3","5","433",100.746026916,6.273624625,100.835496916,6.184010625,"5","7",28600.0340140973
"235",100.639352158271,6.181694625,100.777916222876,6.061694625,"4","5","374",100.656556916,6.094396625,100.746026916,6.004782625,"7","6",25935.304979231
"235",100.639352158271,6.181694625,100.777916222876,6.061694625,"4","5","435",100.746026916,6.094396625,100.835496916,6.004782625,"7","7",24032.8857326139
"236",100.639352158271,6.061694625,100.777916222876,5.941694625,"5","5","375",100.656556916,6.004782625,100.746026916,5.915168625,"8","6",22597.6673991231
"236",100.639352158271,6.061694625,100.777916222876,5.941694625,"5","5","436",100.746026916,6.004782625,100.835496916,5.915168625,"8","7",20341.9156699006
"237",100.639352158271,5.941694625,100.777916222876,5.821694625,"6","5","437",100.746026916,5.915168625,100.835496916,5.825554625,"9","7",15984.0072017216
"238",100.639352158271,5.821694625,100.777916222876,5.701694625,"7","5","378",100.656556916,5.735940625,100.746026916,5.646326625,"11","6",13490.9922897858
"238",100.639352158271,5.821694625,100.777916222876,5.701694625,"7","5","439",100.746026916,5.735940625,100.835496916,5.646326625,"11","7",9909.65342855335
"239",100.639352158271,5.701694625,100.777916222876,5.581694625,"8","5","379",100.656556916,5.646326625,100.746026916,5.556712625,"12","6",14049.3307640421
"239",100.639352158271,5.701694625,100.777916222876,5.581694625,"8","5","440",100.746026916,5.646326625,100.835496916,5.556712625,"12","7",10283.3664305184
"240",100.639352158271,5.581694625,100.777916222876,5.461694625,"9","5","441",100.746026916,5.556712625,100.835496916,5.467098625,"13","7",11706.8134872979
"240",100.639352158271,5.581694625,100.777916222876,5.461694625,"9","5","442",100.746026916,5.467098625,100.835496916,5.377484625,"14","7",13509.1144702763
"241",100.639352158271,5.461694625,100.777916222876,5.341694625,"10","5","382",100.656556916,5.377484625,100.746026916,5.287870625,"15","6",20530.0843114852
"241",100.639352158271,5.461694625,100.777916222876,5.341694625,"10","5","443",100.746026916,5.377484625,100.835496916,5.287870625,"15","7",14902.4013162515
"242",100.639352158271,5.341694625,100.777916222876,5.221694625,"11","5","383",100.656556916,5.287870625,100.746026916,5.198256625,"16","6",21132.0248549391
"242",100.639352158271,5.341694625,100.777916222876,5.221694625,"11","5","444",100.746026916,5.287870625,100.835496916,5.198256625,"16","7",15303.7794100434
"243",100.639352158271,5.221694625,100.777916222876,5.101694625,"12","5","445",100.746026916,5.198256625,100.835496916,5.108642625,"17","7",14516.9605916954
"243",100.639352158271,5.221694625,100.777916222876,5.101694625,"12","5","446",100.746026916,5.108642625,100.835496916,5.019028625,"18","7",12858.4154910544
"244",100.639352158271,5.101694625,100.777916222876,4.981694625,"13","5","386",100.656556916,5.019028625,100.746026916,4.929414625,"19","6",15952.9874167729
"244",100.639352158271,5.101694625,100.777916222876,4.981694625,"13","5","447",100.746026916,5.019028625,100.835496916,4.929414625,"19","7",10863.1542844473
"245",100.639352158271,4.981694625,100.777916222876,4.861694625,"14","5","387",100.656556916,4.929414625,100.746026916,4.839800625,"20","6",15587.6332898048
"245",100.639352158271,4.981694625,100.777916222876,4.861694625,"14","5","448",100.746026916,4.929414625,100.835496916,4.839800625,"20","7",9402.30021532571
"246",100.639352158271,4.861694625,100.777916222876,4.741694625,"15","5","449",100.746026916,4.839800625,100.835496916,4.750186625,"21","7",15083.37552929
"246",100.639352158271,4.861694625,100.777916222876,4.741694625,"15","5","450",100.746026916,4.750186625,100.835496916,4.660572625,"22","7",22567.1943872141
"247",100.639352158271,4.741694625,100.777916222876,4.621694625,"16","5","390",100.656556916,4.660572625,100.746026916,4.570958625,"23","6",28925.5137061523
"247",100.639352158271,4.741694625,100.777916222876,4.621694625,"16","5","451",100.746026916,4.660572625,100.835496916,4.570958625,"23","7",30223.2678451079
"248",100.639352158271,4.621694625,100.777916222876,4.501694625,"17","5","391",100.656556916,4.570958625,100.746026916,4.481344625,"24","6",33151.3080025909
"248",100.639352158271,4.621694625,100.777916222876,4.501694625,"17","5","452",100.746026916,4.570958625,100.835496916,4.481344625,"24","7",36035.4287294741
"249",100.639352158271,4.501694625,100.777916222876,4.381694625,"18","5","453",100.746026916,4.481344625,100.835496916,4.391730625,"25","7",39601.5328333728
"249",100.639352158271,4.501694625,100.777916222876,4.381694625,"18","5","454",100.746026916,4.391730625,100.835496916,4.302116625,"26","7",41924.06451801
"250",100.639352158271,4.381694625,100.777916222876,4.261694625,"19","5","394",100.656556916,4.302116625,100.746026916,4.212502625,"27","6",35960.9522900639
"250",100.639352158271,4.381694625,100.777916222876,4.261694625,"19","5","455",100.746026916,4.302116625,100.835496916,4.212502625,"27","7",45633.3640594745
"251",100.639352158271,4.261694625,100.777916222876,4.141694625,"20","5","395",100.656556916,4.212502625,100.746026916,4.122888625,"28","6",35640.529539417
"251",100.639352158271,4.261694625,100.777916222876,4.141694625,"20","5","456",100.746026916,4.212502625,100.835496916,4.122888625,"28","7",39012.5616597366
"252",100.639352158271,4.141694625,100.777916222876,4.021694625,"21","5","457",100.746026916,4.122888625,100.835496916,4.033274625,"29","7",29984.0785467326
"252",100.639352158271,4.141694625,100.777916222876,4.021694625,"21","5","458",100.746026916,4.033274625,100.835496916,3.943660625,"30","7",25870.8110353875
"253",100.639352158271,4.021694625,100.777916222876,3.901694625,"22","5","459",100.746026916,3.943660625,100.835496916,3.854046625,"31","7",24330.7975479671
"254",100.639352158271,3.901694625,100.777916222876,3.781694625,"23","5",,,,,,,,
"279",100.743275206725,6.481694625,100.88183927133,6.361694625,"2","6","493",100.835496916,6.363238625,100.924966916,6.273624625,"4","8",27703.61572456
"280",100.743275206725,6.361694625,100.88183927133,6.241694625,"3","6","494",100.835496916,6.273624625,100.924966916,6.184010625,"5","8",26662.1532680309
"281",100.743275206725,6.241694625,100.88183927133,6.121694625,"4","6","434",100.746026916,6.184010625,100.835496916,6.094396625,"6","7",26885.9361959238
"281",100.743275206725,6.241694625,100.88183927133,6.121694625,"4","6","495",100.835496916,6.184010625,100.924966916,6.094396625,"6","8",24936.866860656
"282",100.743275206725,6.121694625,100.88183927133,6.001694625,"5","6","496",100.835496916,6.094396625,100.924966916,6.004782625,"7","8",21988.3643376358
"282",100.743275206725,6.121694625,100.88183927133,6.001694625,"5","6","497",100.835496916,6.004782625,100.924966916,5.915168625,"8","8",17999.0945145674
"283",100.743275206725,6.001694625,100.88183927133,5.881694625,"6","6","498",100.835496916,5.915168625,100.924966916,5.825554625,"9","8",13020.7287389251
"284",100.743275206725,5.881694625,100.88183927133,5.761694625,"7","6","438",100.746026916,5.825554625,100.835496916,5.735940625,"10","7",11727.1805543801
"284",100.743275206725,5.881694625,100.88183927133,5.761694625,"7","6","499",100.835496916,5.825554625,100.924966916,5.735940625,"10","8",8290.53477761814
"285",100.743275206725,5.761694625,100.88183927133,5.641694625,"8","6","500",100.835496916,5.735940625,100.924966916,5.646326625,"11","8",6185.87671191404
"285",100.743275206725,5.761694625,100.88183927133,5.641694625,"8","6","501",100.835496916,5.646326625,100.924966916,5.556712625,"12","8",6716.86682028233
"286",100.743275206725,5.641694625,100.88183927133,5.521694625,"9","6","502",100.835496916,5.556712625,100.924966916,5.467098625,"13","8",8132.73556259106
"287",100.743275206725,5.521694625,100.88183927133,5.401694625,"10","6","503",100.835496916,5.467098625,100.924966916,5.377484625,"14","8",9703.68738922548
"288",100.743275206725,5.401694625,100.88183927133,5.281694625,"11","6","504",100.835496916,5.377484625,100.924966916,5.287870625,"15","8",10915.3578753238
"288",100.743275206725,5.401694625,100.88183927133,5.281694625,"11","6","505",100.835496916,5.287870625,100.924966916,5.198256625,"16","8",11405.9116935993
"289",100.743275206725,5.281694625,100.88183927133,5.161694625,"12","6","506",100.835496916,5.198256625,100.924966916,5.108642625,"17","8",11104.1260903983
"290",100.743275206725,5.161694625,100.88183927133,5.041694625,"13","6","507",100.835496916,5.108642625,100.924966916,5.019028625,"18","8",10229.1099354732
"291",100.743275206725,5.041694625,100.88183927133,4.921694625,"14","6","508",100.835496916,5.019028625,100.924966916,4.929414625,"19","8",9226.65575694656
"291",100.743275206725,5.041694625,100.88183927133,4.921694625,"14","6","509",100.835496916,4.929414625,100.924966916,4.839800625,"20","8",9412.96142911463
"292",100.743275206725,4.921694625,100.88183927133,4.801694625,"15","6","510",100.835496916,4.839800625,100.924966916,4.750186625,"21","8",13760.0657246733
"293",100.743275206725,4.801694625,100.88183927133,4.681694625,"16","6","511",100.835496916,4.750186625,100.924966916,4.660572625,"22","8",23310.0955345578
"294",100.743275206725,4.681694625,100.88183927133,4.561694625,"17","6","512",100.835496916,4.660572625,100.924966916,4.570958625,"23","8",33179.2302748493
"294",100.743275206725,4.681694625,100.88183927133,4.561694625,"17","6","513",100.835496916,4.570958625,100.924966916,4.481344625,"24","8",40005.8131850352
"295",100.743275206725,4.561694625,100.88183927133,4.441694625,"18","6","514",100.835496916,4.481344625,100.924966916,4.391730625,"25","8",43044.9596967972
"296",100.743275206725,4.441694625,100.88183927133,4.321694625,"19","6","515",100.835496916,4.391730625,100.924966916,4.302116625,"26","8",43254.8032395586
"297",100.743275206725,4.321694625,100.88183927133,4.201694625,"20","6","516",100.835496916,4.302116625,100.924966916,4.212502625,"27","8",41634.1636838493
"297",100.743275206725,4.321694625,100.88183927133,4.201694625,"20","6","517",100.835496916,4.212502625,100.924966916,4.122888625,"28","8",34380.0015417136
"298",100.743275206725,4.201694625,100.88183927133,4.081694625,"21","6","518",100.835496916,4.122888625,100.924966916,4.033274625,"29","8",29074.8289460584
"299",100.743275206725,4.081694625,100.88183927133,3.961694625,"22","6","519",100.835496916,4.033274625,100.924966916,3.943660625,"30","8",26593.5924574963
"300",100.743275206725,3.961694625,100.88183927133,3.841694625,"23","6","520",100.835496916,3.943660625,100.924966916,3.854046625,"31","8",24933.2495214607
"300",100.743275206725,3.961694625,100.88183927133,3.841694625,"23","6","521",100.835496916,3.854046625,100.924966916,3.764432625,"32","8",23542.1827669659
"301",100.743275206725,3.841694625,100.88183927133,3.721694625,"24","6",,,,,,,,
"325",100.847198255179,6.421694625,100.985762319784,6.301694625,"2","7",,,,,,,,
"326",100.847198255179,6.301694625,100.985762319784,6.181694625,"3","7","555",100.924966916,6.273624625,101.014436916,6.184010625,"5","9",25233.0840513413
"326",100.847198255179,6.301694625,100.985762319784,6.181694625,"3","7","556",100.924966916,6.184010625,101.014436916,6.094396625,"6","9",23452.9877401085
"327",100.847198255179,6.181694625,100.985762319784,6.061694625,"4","7","557",100.924966916,6.094396625,101.014436916,6.004782625,"7","9",20439.9510638884
"328",100.847198255179,6.061694625,100.985762319784,5.941694625,"5","7","558",100.924966916,6.004782625,101.014436916,5.915168625,"8","9",16254.3538717609
"329",100.847198255179,5.941694625,100.985762319784,5.821694625,"6","7","559",100.924966916,5.915168625,101.014436916,5.825554625,"9","9",10880.1604669882
"329",100.847198255179,5.941694625,100.985762319784,5.821694625,"6","7","560",100.924966916,5.825554625,101.014436916,5.735940625,"10","9",5949.5044491405
"330",100.847198255179,5.821694625,100.985762319784,5.701694625,"7","7","561",100.924966916,5.735940625,101.014436916,5.646326625,"11","9",3026.47994795002
"331",100.847198255179,5.701694625,100.985762319784,5.581694625,"8","7","562",100.924966916,5.646326625,101.014436916,5.556712625,"12","9",4135.29915073008
"332",100.847198255179,5.581694625,100.985762319784,5.461694625,"9","7","563",100.924966916,5.556712625,101.014436916,5.467098625,"13","9",5577.48421234145
"332",100.847198255179,5.581694625,100.985762319784,5.461694625,"9","7","564",100.924966916,5.467098625,101.014436916,5.377484625,"14","9",7090.16969834961
"333",100.847198255179,5.461694625,100.985762319784,5.341694625,"10","7","565",100.924966916,5.377484625,101.014436916,5.287870625,"15","9",8389.11982067556
"334",100.847198255179,5.341694625,100.985762319784,5.221694625,"11","7","566",100.924966916,5.287870625,101.014436916,5.198256625,"16","9",9279.20602003037
"335",100.847198255179,5.221694625,100.985762319784,5.101694625,"12","7","567",100.924966916,5.198256625,101.014436916,5.108642625,"17","9",9879.64399994994
"335",100.847198255179,5.221694625,100.985762319784,5.101694625,"12","7","568",100.924966916,5.108642625,101.014436916,5.019028625,"18","9",10204.44574377
"336",100.847198255179,5.101694625,100.985762319784,4.981694625,"13","7","569",100.924966916,5.019028625,101.014436916,4.929414625,"19","9",10538.027916925
"337",100.847198255179,4.981694625,100.985762319784,4.861694625,"14","7","570",100.924966916,4.929414625,101.014436916,4.839800625,"20","9",10849.3768727139
"338",100.847198255179,4.861694625,100.985762319784,4.741694625,"15","7","571",100.924966916,4.839800625,101.014436916,4.750186625,"21","9",12907.0206940218
"338",100.847198255179,4.861694625,100.985762319784,4.741694625,"15","7","572",100.924966916,4.750186625,101.014436916,4.660572625,"22","9",26968.4714440603
"339",100.847198255179,4.741694625,100.985762319784,4.621694625,"16","7","573",100.924966916,4.660572625,101.014436916,4.570958625,"23","9",38941.9250983134
"340",100.847198255179,4.621694625,100.985762319784,4.501694625,"17","7","574",100.924966916,4.570958625,101.014436916,4.481344625,"24","9",46163.9879601361
"341",100.847198255179,4.501694625,100.985762319784,4.381694625,"18","7","575",100.924966916,4.481344625,101.014436916,4.391730625,"25","9",47061.5804069526
"341",100.847198255179,4.501694625,100.985762319784,4.381694625,"18","7","576",100.924966916,4.391730625,101.014436916,4.302116625,"26","9",43448.1997054432
"342",100.847198255179,4.381694625,100.985762319784,4.261694625,"19","7","577",100.924966916,4.302116625,101.014436916,4.212502625,"27","9",36080.7770608693
"343",100.847198255179,4.261694625,100.985762319784,4.141694625,"20","7","578",100.924966916,4.212502625,101.014436916,4.122888625,"28","9",30582.138276319
"344",100.847198255179,4.141694625,100.985762319784,4.021694625,"21","7","579",100.924966916,4.122888625,101.014436916,4.033274625,"29","9",27966.9434460661
